complaint_id,complaint_text,category,sentiment_label,polarity_score,priority,source
C2213,Refreshing to note that the quality control checks- thanks to the concerned team.,Canteen/Food,positive,0.4,Low,synth
C2214,It bothers us every day that the notice board space is constantly under-maintained again this month.,General/Suggestion,neutral,0.0,Medium,synth
C2215,A big thanks that the helpful counselling hours- our sincere thanks.,Academic,positive,0.4,Low,synth
C2216,Impressed that the pedestrian crossings and the turnaround was quick.,Infrastructure,positive,0.4,Low,synth
C2217,Refreshing to note that the upgraded front helpdesk we really valued the support.,Administrative,positive,0.35,Low,synth
C2218,"Is there any form for the data restore procedure If possible, share the office address as well.",IT/Technical,neutral,0.0,Medium,synth
C2219,It can no longer be ignored that the placement cell handling remains completely unavailable and no one from the office follows up- please take it seriously.,Faculty/Staff Behavior,negative,-1.0,High,synth
C2220,Warning signs were clear but the notice board space remains completely unavailable and nothing has been done yet- this is getting frustrating.,General/Suggestion,neutral,-0.2,High,synth
C2221,Delighted that the faster lunch queues- thanks to the concerned team.,Canteen/Food,positive,0.8,Low,synth
C2222,It truly helps that the smooth book return counter and the effort shows.,Library,positive,0.35,Low,synth
C2223,Seeking clarification on the revaluation deadline Could you mail a copy of the policy?,Examination,neutral,0.0,Medium,synth
C2224,"Requesting information about the lighting upgrade schedule If possible, share the office address as well.",Infrastructure,neutral,0.0,Medium,synth
C2225,When does the window for the marks correction window Are walk ins accepted?,Examination,neutral,0.0,Medium,synth
C2226,It can no longer be ignored that the club activity registration stopped working again and no one from the office follows up.,General/Suggestion,negative,-0.4,High,synth
C2227,Impressed that the responsive wifi setup team and the effort shows.,IT/Technical,positive,0.4,Low,synth
C2228,The situation with the coupon monitoring keeps breaking down despite repeated complaints- this is getting frustrating.,Canteen/Food,neutral,-0.2,Medium,synth
C2229,Could you clarify the process for the transfer certificate procedure Does it require prior appointment?,Administrative,neutral,0.0,Low,synth
C2230,Good to see that the improved exam seating- the improvement is visible.,Examination,positive,0.8,Low,synth
C2231,Very pleased that the transparent grading policy- thanks to the concerned team.,Academic,positive,0.8,Low,synth
C2232,May I know the current status of the fest stall allocation?,General/Suggestion,neutral,0.0,Low,synth
C2233,Great news that the supportive mentoring approach- our sincere thanks.,Faculty/Staff Behavior,positive,0.8,Low,synth
C2234,Students here are badly affected because the auditorium lift keeps breaking down for almost two weeks now- this is getting frustrating.,Infrastructure,neutral,0.0,Medium,synth
C2235,It can no longer be ignored that the bonafide certificate service stopped working again and nothing has been done yet- this is getting frustrating.,Administrative,negative,-0.4,High,synth
C2236,"Requesting information about the room allotment process If possible, share the office address as well.",Hostel/Accommodation,neutral,0.0,Medium,synth
C2237,The situation with the lab assistant attitude still does not function with no date for repair available!,Faculty/Staff Behavior,neutral,0.0,Medium,synth
C2238,Warning signs were clear but the invigilation duty roster has never been repaired and no one from the office follows up- please take it seriously.,Examination,neutral,-0.2,High,synth
C2239,A big thanks that the welcoming office tone and the effort shows.,Faculty/Staff Behavior,positive,0.4,Low,synth
C2240,"Honestly, nothing improves while the water jug refills is still not working for almost two weeks now- kindly look into it at the earliest.",Canteen/Food,negative,-0.35,Medium,synth
C2241,"Please guide me on the steps for the campus cleanup schedule If possible, share the office address as well.",General/Suggestion,neutral,0.0,Medium,synth
C2242,I would like to know the schedule for the VPN account request process?,IT/Technical,neutral,0.0,Medium,synth
C2243,"When does the window for the fee refund timeline If possible, share the office address as well.",Administrative,neutral,0.0,Medium,synth
C2244,Great news that the upgraded catalogue search and the turnaround was quick.,Library,positive,0.4,Low,synth
C2245,It can no longer be ignored that the campus footpaths has never been repaired and no one from the office follows up.,Infrastructure,negative,-0.4,High,synth
C2246,May I know the current status of the parking zone marking?,Infrastructure,neutral,0.0,Low,synth
C2247,Good to see that the approachable faculty mentors we really valued the support.,Academic,positive,0.4,Low,synth
C2248,It is a pleasure to see that the updated orientation week- our sincere thanks.,General/Suggestion,positive,0.4,Low,synth
C2249,Still facing the issue that the mobile data top-up system keeps getting delayed for almost two weeks now- kindly look into it at the earliest.,IT/Technical,negative,-0.4,Medium,synth
C2250,Delighted that the freshly painted zebra crossings and the turnaround was quick.,Infrastructure,positive,0.4,Low,synth
C2251,A big thanks that the faster lunch queues- our sincere thanks.,Canteen/Food,positive,0.4,Low,synth
C2252,I have tried several times but the lab batch timings is still not working since the start of the semester.,Academic,negative,-0.4,Medium,synth
C2253,Really appreciate that the new e-book subscriptions- thanks to the concerned team.,Library,positive,0.8,Low,synth
C2254,This is a serious problem: the print server for labs stopped working again and no one from the office follows up- this is getting frustrating.,IT/Technical,negative,-0.8,High,synth
C2255,Very pleased that the clear evaluation criteria- the improvement is visible.,Examination,positive,0.8,Low,synth
C2256,Warning signs were clear but the lab systems in the computer lab remains completely unavailable and nothing has been done yet!,IT/Technical,neutral,-0.2,High,synth
C2257,Warning signs were clear but the result publication schedule has never been repaired and no one from the office follows up- this is getting frustrating.,Examination,neutral,0.0,High,synth
C2258,Seeking clarification on the counselling hour details Are walk ins accepted?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C2259,Please share the relevant circular for the transcript request period Does it require prior appointment?,Administrative,neutral,0.0,Low,synth
C2260,Delighted that the approachable faculty mentors- thanks to the concerned team.,Academic,positive,0.8,Low,synth
C2261,It is really disappointing that the water supply in Block C has degraded further over time since the start of the semester- please take it seriously.,Hostel/Accommodation,neutral,-0.2,Medium,synth
C2262,Delighted that the responsive wifi setup team- our sincere thanks.,IT/Technical,positive,0.8,Low,synth
C2263,Really appreciate that the faster lunch queues- the improvement is visible.,Canteen/Food,positive,0.8,Low,synth
C2264,Really appreciate that the well maintained restrooms and the effort shows.,General/Suggestion,positive,0.4,Low,synth
C2265,This is at least the third time that the fee receipt correction window still does not function again this month!,Administrative,neutral,0.0,Medium,synth
C2266,Seeking clarification on the staff guidelines Does it require prior appointment?,Faculty/Staff Behavior,neutral,0.0,Low,synth
C2267,Please guide me on the steps for the account activation steps Could you mail a copy of the policy?,IT/Technical,neutral,0.0,Low,synth
